Long,Lat,ROI,n_sale,n_rent,sale_price_per_meter,rent_price_per_meter,geography
23.67103,38.037449,4.2,72,5,2867,10,Pefka Verdi (Petroupoli)
21.9408065,38.4236585,0,2,0,896,0,Pefkaki (Efpalio)
23.841398,38.020275,4.1,81,2,2930,10,Pefkakia (Agia Paraskevi)
22.9619035,37.9858495,4.2,6,3,2259,8,Pefkakia (Loutraki-Perachora)
23.126656,37.833488,5.3,47,2,1909,9,Pefkali (Soligeia)
23.2172175,39.009403,8.6,12,4,1962,14,Pefki (Artemisio)
23.79387,38.060402,4.3,112,16,3592,13,Pefki (Athens - North)
23.707715,38.322548,6.6,2,1,1280,7,Pefkias (Sikamino)
23.614725,39.988033,22.8,480,25,3000,57,Pefkochori (Pallini)
22.578547,41.04023,0,3,0,375,0,Pefkodasos (Polikastro)
21.022196,40.221577,0,1,0,434,0,Pefkofito (Arrenes)
21.635321,39.37767,0,1,0,466,0,Pefkofito (Mouzaki)
25.984274,35.070549,0,1,0,2187,0,Pefkoi (Makris Gialos)
24.51376,38.856079,0,1,0,10000,0,Pefkos (Skiros)
22.419796,37.524918,0,1,0,158,0,Pelagos (Tripoli)
22.9207375,38.9621965,0,2,0,4197,0,Pelasgia (Phthiotis)
23.159887,37.380047,0,1,0,2983,0,Pelei (Kranidi)
21.844444,37.053261,0,1,0,963,0,Pelekanada (Aristomenis)
25.2974025,35.328686,3.5,2,2,2900,9,Pelekita (Gouves)
22.8766505,37.110609,0,2,0,1014,0,Peleta (Leonidio)
22.527708,40.759808,0,1,0,333,0,Pella (Pella)
22.3152695,37.1783025,208.3,6,1,409,71,Pellana (Lakonia)
21.5649005,37.664648,4.6,2,1,1046,4,Pelopio (Archaia Olimpia)
24.137918,35.395119,4.7,1,3,1534,6,Pemonia (Fre)
23.780577,37.999893,4.8,7,3,2500,10,Pentagono (Athens - Center)
24.42363,40.939556,4.0,11,6,1632,6,Pentakosia (Kavala)
21.140848,40.19339,0,1,0,728,0,Pentalofo (Kozani Prefecture)
22.856007,40.743908,0,3,0,571,0,Pentalofos (Kallithea)
26.181128,41.645504,0,1,0,61,0,Pentalofos (Trigono)
25.027013,35.2483405,0,8,0,916,0,Pentamodi (Gorgolaini)
22.4191915,40.815084,3.2,4,1,1517,4,Pentaplatano (Giannitsa)
23.6917065,41.051794,0,2,0,149,0,Pentapoli (Emmanouil Pappas)
21.141558,40.453968,3.6,1,1,337,1,Pentavriso (Agia Triada)
23.154869,40.807835,0,5,0,1013,0,Pente Vrises (Vertiskos)
23.8662225,38.046747,4.3,136,30,2513,9,Penteli (Athens - North)
20.8385495,39.6671275,3.0,2,1,2408,6,Penteli (Ioannina)
23.882294,38.11182,0,1,0,977,0,Penteli forest of Rodopoli (Rodopoli)
23.513968,40.990688,0,1,0,327,0,Peponia (Skoutari)
22.88354,37.213074,0,4,0,1241,0,Pera Melana (Apollonas)
24.3704735,37.632034,18.3,12,1,2623,40,Pera Meria (Kea)
24.433343,36.741852,0,2,0,2213,0,Pera Triovasalos (Milos)
22.949066,38.029694,2.9,33,2,1666,4,Perachora (Loutraki-Perachora)
20.717421,38.34827,0,9,0,2016,0,Perachori (Ithaki)
22.862812,38.45504,0,3,0,2203,0,Perachori (Livadeia)
22.926638,40.504517,4.6,615,210,1977,8,Peraia (Thermaikos)
24.7024705,35.3701915,0,6,0,609,0,Perama (Geropotamos)
20.846531,39.693462,10.3,5,4,873,8,Perama (Ioannina Prefecture)
26.500425,39.046997,86.8,3,1,318,23,Perama (Lesvos - Geras)
23.5719185,37.9659515,4.8,82,9,1504,6,Perama (Piraeus suburbs)
23.478935,37.9003315,4.0,8,1,2093,7,Perani (Salamina)
25.148563,37.59948,0,1,0,1891,0,Perastra (Tinos)
20.746088,38.8225975,0,2,0,2243,0,Peratia (Kekropia (Palairou))
23.457139,37.6924075,2.5,42,10,4036,9,Perdika (Aegina)
22.8395775,37.945299,4.8,24,2,1861,8,Perigiali (Assos-Lechaio)
24.426238,40.945156,5.1,14,23,1649,7,Perigiali (Kavala)
23.750349,38.032272,4.2,161,30,2307,8,Perissos (Nea Ionia)
22.542723,40.273766,5.0,21,2,969,4,Peristasi (Paralia)
22.246537,38.0186425,0,2,0,1321,0,Peristera (Akrata)
23.16498,40.547649,4.6,17,5,1035,4,Peristera (Vasilika)
23.6882455,38.0152225,5.2,286,28,1849,8,Peristeri (Athens - West)
22.957647,40.867512,0,1,0,230,0,Peristeri (Gallikos)
23.460649,37.884335,1.8,7,2,1666,3,Peristeria (Salamina)
22.33628,38.0297855,0,2,0,769,0,Perithori (Aigeira)
21.569809,38.388393,0,1,0,1009,0,Perithori (Chalkeia)
23.0354145,40.7462655,4.7,8,3,1527,6,Perivolaki (Lagkadas)
22.179476,37.047165,3.5,2,1,1723,5,Perivolakia (Kalamata)
23.746498,38.011536,3.6,91,15,3000,9,Perivolia (Galatsi)
23.605047,35.366566,0,1,0,705,0,Perivolia (Innachori)
21.767147,38.2090185,5.0,30,18,1429,6,Perivolia (Patra)
24.504591,35.366341,6.3,11,12,2380,13,Perivolia (Rethimno)
23.992697,35.485519,4.2,16,3,2570,9,Perivolia (Therisos)
24.633257,41.00198,0,6,0,600,0,Perni (Chrisoupoli)
21.926118,36.960762,0,24,0,1686,0,Petalidi (Messinia)
22.4012195,38.128786,2.8,4,1,1286,3,Petalou (Evrostini)
28.13043,36.387829,5.4,21,2,1675,8,Petaloudes (Rhodes)
22.6764145,38.882767,0,2,0,1094,0,Petarades (Stilida)
24.8984975,41.101234,5.2,12,1,1381,6,Peteinos (Vistonida)
24.1148975,38.6499995,9.0,2,1,798,6,Petisounas (Kimi)
21.027666,39.771187,0,1,0,642,0,Petra (East Zagori)
26.1771775,39.3267785,1.7,2,2,1770,3,Petra (Lesvos - Petra)
22.309284,40.218216,0,1,0,499,0,Petra (Pieria Prefecture)
23.7085555,37.9687445,4.6,78,8,2724,11,Petralona (Athens - Center)
21.832676,37.438122,0,1,0,830,0,Petralona (Figaleia)
21.98061,37.159901,0,1,0,1529,0,Petralona (Ithomi)
23.165861,40.372581,0,1,0,750,0,Petralona (Triglia)
26.114317,35.199558,0,3,0,2092,0,Petras (Siteia)
22.601543,37.84951,0,1,0,855,0,Petri (Nemea)
24.157305,38.399239,0,1,0,12,0,Petries (Distos)
22.207684,37.287022,0,1,0,1120,0,Petrina (Falaisia)
22.496269,36.843067,0,1,0,666,0,Petrina (Sminos)
21.83757,37.007397,0,1,0,650,0,Petritsi (Voufrada)
21.544189,38.087013,0,1,0,711,0,Petrochori (Dytikis Achaias)
24.841867,41.0850275,6.3,2,1,766,4,Petrochori (Xanthi)
24.83466,35.0302125,17.0,2,1,774,11,Petrokefali (Moires)
25.0381925,35.2500495,4.1,4,2,1903,7,Petrokefalo (Gorgolaini)
23.285801,40.517197,0,7,0,305,0,Petrokerasa (Kallindoia)
24.616388,40.988403,0,3,0,1768,0,Petropigi (Chrisoupoli)
23.184261,37.338104,2.4,52,2,3033,6,Petrothalassa (Kranidi)
22.872474,40.814606,0,4,0,457,0,Petroto (Kallithea)
21.767585,38.198122,0,6,0,1424,0,Petroto (Messatida)
23.687743,37.97353,0,2,0,1830,0,Petrou Ralli (Tavros)
22.359303,36.72427,0,1,0,900,0,Petrouleika (Oitilos)
23.681009,38.040405,3.6,141,11,2333,7,Petroupoli (Athens - West)
24.386215,37.308468,0,1,0,7272,0,Petrousa (Kythnos)
24.016104,41.193359,0,1,0,148,0,Petroussa (Prosotsani)
22.0408975,38.2077695,0,2,0,1210,0,Petrovouni (Aigio)
22.040539,38.097435,0,1,0,545,0,Petsakoi (Kalavrita)
25.190393,35.2161385,0,2,0,1930,0,Peza (Nikos Kazantzakis)
22.243677,37.58794,0,1,0,2777,0,Piana (Falanthos)
22.0459555,37.141289,3.2,6,1,1503,4,Pidima (Arfara)
20.769257,37.816837,0,5,0,1133,0,Pigadakia (Alikes)
24.428585,38.020191,3.7,5,3,2250,7,Pigadakia (Karistos)
23.776993,37.8301375,2.6,254,116,5909,13,Pigadakia (Voula)
22.978361,39.037849,0,7,0,1075,0,Pigadi (Pteleos)
23.3755445,37.413807,0,2,0,904,0,Pigadia (Ermioni)
21.603069,38.022404,0,1,0,971,0,Pigadia (Olenia)
24.948748,41.116837,0,1,0,2142,0,Pigadia (Vistonida)
24.67643,40.90881,25.2,3,1,808,17,Piges (Keramoti)
24.5724065,35.360775,3.8,10,3,2873,9,Pigi (Arkadi)
22.4986705,41.009972,0,2,0,559,0,Pigi (Axioupoli)
21.693562,39.504711,0,1,0,1006,0,Pigi (Gomfoi)
22.318384,36.81036,0,1,0,681,0,Pigi (Lefktros)
26.416731,39.181499,58.4,1,1,267,13,Pigi (Lesvos - Loutropoli Thermis)
21.860661,38.161449,0,1,0,1702,0,Pigi (Patra)
24.563938,35.37851,6.8,1,1,1763,10,Pigianos Kabos (Arkadi)
23.929726,38.021107,5.6,67,8,1607,8,Pikermi (Rest of Attica)
22.3575,37.081272,1.4,1,1,2655,3,Pikoulianika (Mistras)
22.70952,40.8032,0,1,0,1250,0,Pikrolimni (Kilkis Prefecture)
25.996973,35.041031,0,3,0,2305,0,Pilalimata (Makris Gialos)
21.96442,37.070801,0,1,0,958,0,Pilalistra (Messini)
23.58659,38.75938,0,1,0,1280,0,Pili (Kirea)
21.697849,36.912399,0,7,0,1842,0,Pilos (Messinia)
23.116947,39.336803,0,10,0,1350,0,Pinakates (Milies)
21.99954,37.074318,8.1,1,4,892,6,Piperitsa (Messini)
23.649369,37.9439295,4.4,308,119,2755,10,Piraeus - Center (Center - Port)
23.631076,37.929777,3.4,106,33,3903,11,Piraiki (Piraiki - Chatzikyriakio)
23.634346,37.93523,3.7,99,17,3250,10,Piraiki - Chatzikyriakio (Piraeus)
23.720953,40.335659,3.9,8,1,3064,10,Pirgadikia (Panagia)
22.072281,38.164684,9.1,11,1,660,5,Pirgaki (Aigio)
25.21043,37.002842,0,5,0,3522,0,Pirgaki (Paros)
22.766043,37.6335735,3.5,8,1,1017,3,Pirgella (Argos)
22.5969645,39.91696,0,4,0,614,0,Pirgetos (Kato Olimpos)
21.755737,39.550018,6.7,5,2,1071,6,Pirgetos (Trikala)
21.331417,37.717743,5.8,1,1,1027,5,Pirgi (Pirgos)
26.503914,39.1730825,4.1,6,1,1462,5,Pirgi Thermis (Lesvos - Loutropoli Thermis)
22.8790845,37.58149,0,12,0,1081,0,Pirgiotika (Nafplio)
24.155046,40.870987,0,1,0,612,0,Pirgochori (Pierea)
22.283649,38.120922,0,1,0,3157,0,Pirgos (Akrata)
25.1586885,35.0086595,7.1,2,1,676,4,Pirgos (Asterousia)
24.146297,40.74176,0.0,1,1,4666,0,Pirgos (Eleitheres)
22.43754,38.086811,0,5,0,1428,0,Pirgos (Evrostini)
21.438,37.674313,6.5,21,2,925,5,Pirgos (Ilia)
24.073139,38.613468,0,1,0,750,0,Pirgos (Kimi)
22.298683,36.837421,0,3,0,1960,0,Pirgos (Lefktros)
24.503242,37.177177,0,1,0,3291,0,Pirgos (Serifos)
25.116334,37.599371,0,2,0,2445,0,Pirgos (Tinos)
21.744045,39.561726,5.6,3,3,1279,6,Pirgos (Trikala)
25.515231,35.29319,3.2,2,1,2216,6,Pirgos (Vrachasi)
22.391146,36.62706,0,3,0,892,0,Pirgos Dirou (Oitilos)
22.896139,40.419247,6.0,43,4,1500,8,Pirgos Epanomis (Epanomi)
23.862213,35.519665,2.9,19,1,4583,11,Pirgos Psilonerou (Platanias)
23.312868,40.104616,17.1,4,1,3508,50,Pirgos Sani (Kassandra)
25.019955,35.228088,0,1,0,1134,0,Pirgou (Gorgolaini)
23.733309,38.072235,10.2,15,1,1176,10,Pirgouthi (Acharnes)
23.743139,37.950455,0,7,0,2682,0,Pirkal (Imittos)
23.556883,41.08778,7.7,18,25,936,6,Pirovolika (Serres)
21.403453,39.53821,0,2,0,1450,0,Pirra (Aithikoi)
22.435167,36.657722,0,1,0,1016,0,Pirrichos (East Mani)
22.988947,38.021076,8.4,9,2,1286,9,Pisia (Loutraki-Perachora)
26.0960625,35.1784035,0,6,0,2088,0,Piskokefalo (Siteia)
25.384326,35.3080925,3.8,6,1,2546,8,Piskopiano (Chersonisos)
25.255474,37.035587,2.8,23,8,6000,14,Piso Livadi (Paros)
21.563789,38.144909,0,1,0,1153,0,Piso Sikia (Dytikis Achaias)
21.250113,40.789673,0,1,0,681,0,Pisoderi (Prespes)
24.273249,37.596996,9.9,9,1,6071,50,Pisses (Kea)
26.906752,37.713444,13.6,19,11,616,7,Pithagoreio (Samos)
24.1013845,35.5163515,4.4,6,6,2848,11,Pithari (Akrotiri)
24.878727,37.812923,9.1,3,2,526,4,Pitrofos (Andros)
24.7807445,35.015835,0,10,0,4355,0,Pitsidia (Timpaki)
22.961964,36.273212,0,1,0,3500,0,Pitsinades (Kythira)
23.0011005,36.250099,0,2,0,2242,0,Pitsinianika (Kythira)
22.4975345,41.0809595,0,2,0,353,0,Plagia (Axioupoli)
22.8467235,41.1046845,0,2,0,564,0,Plagia (Cherso)
20.744215,38.802261,0,1,0,2000,0,Plagia (Kekropia (Palairou))
22.9568875,40.473934,4.4,354,22,1354,5,Plagiari (Mikra)
20.27916,39.646542,0,1,0,1266,0,Plaisio (Filiates)
23.241528,39.337936,0,1,0,2666,0,Plaka (Afetes)
25.724659,35.299652,0,9,0,4782,0,Plaka (Agios Nikolaos)
23.730949,37.973515,3.9,111,49,5877,19,Plaka (Athens - Center)
24.026745,37.762356,4.8,35,5,1500,6,Plaka (Keratea)
22.556953,40.098183,3.1,45,9,1944,5,Plaka (Litochoro)
25.379409,37.040619,0,60,0,5000,0,Plaka (Naxos)
24.210481,35.45125,4.0,30,4,3786,13,Plaka (Vamos)
23.654999,38.343742,8.4,67,8,1220,9,Plaka Dilesi (Schimatari)
26.452396,39.055443,0,1,0,662,0,Plakados (Lesvos - Geras)
23.738998,35.5029275,0,2,0,569,0,Plakalona (Kolimvari)
24.3954955,35.190231,0,4,0,5279,0,Plakias (Foinikas)
20.870553,37.8140885,0,10,0,2450,0,Planos (Arkadi)
21.700926,39.340742,0,4,0,1809,0,Plastiras (Karditsa Prefecture)
22.619164,39.991188,5.1,14,8,2563,11,Platamonas (Easts Olimpos)
24.53458,41.096836,0,1,0,285,0,Platamonas (Oreino)
24.1183575,38.604883,5.4,4,5,1340,6,Platana (Kimi)
22.47644,37.03447,0,1,0,774,0,Platana (Therapni)
22.95244,41.290459,0,3,0,612,0,Platanakia (Kerkini)
23.406437,38.436127,0,1,0,514,0,Platanakia (Thiva)
24.588882,35.172478,0,1,0,222,0,Platanes (Lampi)
21.822575,38.3007465,0,8,0,1199,0,Platani (Rio)
24.1013295,35.4790515,0,4,0,1876,0,Platani (Souda)
22.593857,41.067444,0,1,0,500,0,Platania (Polikastro)
23.275208,39.142162,8.0,5,1,1950,13,Platania (Sipiada)
23.7520905,38.320057,0,2,0,1131,0,Platania Oropou (Oropos)
23.901817,35.5168285,0.0,12,1,2858,0,Platanias (Chania Prefecture)
21.54632,38.603668,0,1,0,852,0,Platanias (Paravola)
24.530991,35.368862,0,5,0,1983,0,Platanias (Rethimno)
23.4384595,39.145071,0,2,0,2897,0,Platanias (Skiathos)
22.941179,36.577625,0,1,0,1548,0,Platanias (Voion)
23.0490885,39.3152615,3.3,20,3,2161,6,Platanidia (Artemida)
24.503906,38.031178,0,1,0,1428,0,Platanistos (Karistos)
21.774927,38.3552325,3.7,10,4,1955,6,Platanitis (Antirrio)
25.485233,40.887943,0,5,0,1383,0,Platanitis (Maroneia)
22.2658925,38.165474,3.0,14,1,1989,5,Platanos (Akrata)
22.770571,39.117889,0,2,0,403,0,Platanos (Almiros)
21.614138,37.666672,3.7,7,4,1145,4,Platanos (Archaia Olimpia)
23.600208,35.466888,0,1,0,737,0,Platanos (Kissamos)
24.7388945,35.191177,0,2,0,637,0,Platanos (Kourites)
22.656727,37.323212,0,1,0,1125,0,Platanos (North Kinouria)
20.951138,39.591412,0,3,0,512,0,Platanos (Pamvotida)
21.7272835,37.013792,0,2,0,1086,0,Platanos (Pilos)
24.0617145,40.8465045,6.9,2,1,1210,7,Platanotopos (Pierea)
21.754087,38.127808,13.2,1,1,454,5,Platanovrisi (Fares)
20.27673,39.453056,0,7,0,1084,0,Plataria (Sivota)
23.480946,40.633671,0,1,0,236,0,Plateia (Apollonia)
24.568913,38.913731,0,1,0,2875,0,Plateia (Skiros)
23.731302,38.003227,6.5,641,98,1486,8,Plateia Amerikis (Athens - Center)
22.960024,36.361168,0,1,0,2600,0,Plateia Ammos (Kythira)
22.9278365,40.655144,9.9,2,3,851,7,Plateia Dimokratias (Ampelokipoi)
23.7308145,37.9787885,0,6,0,6277,0,Plateia Klafthmonos (Athens - Center)
23.732982,38.0079195,6.3,232,61,1533,8,Plateia Koliatsou (Athens - Center)
23.756798,37.983559,5.0,37,56,3250,14,Plateia Mavili (Athens - Center)
23.726629,37.987362,5.8,211,14,1666,8,Plateia Vathis (Athens - Center)
23.098068,38.198257,0,1,0,6000,0,Plateon (Boeotia)
22.011858,37.141438,0,5,0,1051,0,Plati (Arfara)
22.508783,40.598782,0,1,0,944,0,Plati (Imathia)
26.373867,41.643497,0,1,0,186,0,Plati (Trigono)
25.049814,37.633743,0,5,0,1382,0,Platia (Tinos)
23.725119,37.995914,6.1,772,101,1578,8,Platia Attikis (Athens - Center)
22.413048,39.636997,5.1,3,9,1640,7,Platia Evraion (Larisa)
23.748644,37.993378,5.2,127,27,2320,10,Platia Gkizi (Athens - Center)
23.731123,37.98399,8.8,19,5,3398,25,Platia Kanigos (Athens - Center)
23.730259,37.9770795,4.7,68,8,5360,21,Platia Karitsi (Athens - Center)
23.742414,38.002266,4.7,213,65,2058,8,Platia Kipselis (Athens - Center)
23.722328,37.98027,10.8,31,2,3900,35,Platia Koumoundourou (Athens - Center)
23.741863,38.020309,3.8,61,3,2840,9,Platia Papadiamanti (Athens - Center)
24.850704,34.94202,0,1,0,2941,0,Platia Peramata (Moires)
21.758552,37.5441895,0,2,0,605,0,Platiana (Skilounta)
25.345564,37.418163,5.3,17,7,5882,26,Platis Gialos (Mykonos)
23.5987635,38.464935,6.2,8,5,1552,8,Platoma (Chalkida)
23.719362,38.083403,0,12,0,1037,0,Platonas (Acharnes)
20.6469375,38.460569,0,6,0,2210,0,Platreithias (Ithaki)
22.317202,36.804356,0,9,0,1913,0,Platsa (Lefktros)
25.074926,39.864189,0,1,0,652,0,Platy (Limnos - Mirina)
23.350722,37.416203,14.5,14,3,2144,26,Plepi (Ermioni)
24.684407,35.3509945,0,2,0,774,0,Plevriana (Geropotamos)
26.582451,39.067982,0,1,0,1764,0,Pligoni (Lesvos - Mitilini)
25.365351,37.420891,40.1,17,6,6315,211,Plintri (Mykonos)
22.841508,36.6873435,3.5,2,2,2380,7,Plitra (Asopos)
26.368639,38.976276,8.3,1,2,433,3,Plomari - Various (Lesvos - Plomari)
24.936771,35.007126,0,1,0,384,0,Plora (Gortina)
26.011591,39.105457,0,1,0,2500,0,Podaras (Lesvos - Eresos / Antissa)
24.02552,40.831661,0,5,0,1055,0,Podochori (Orfano)
20.840328,38.793941,0,4,0,5681,0,Pogonia (Kekropia (Palairou))
23.811386,35.5102445,4.0,2,2,3000,10,Polemarchi (Voukolies)
22.419319,36.581161,0,1,0,2727,0,Polemitas (Oitilos)
28.2219255,36.432211,5.5,130,39,2167,10,Poli (Rhodes)
22.1396505,37.1563265,0,4,0,484,0,Poliani (Thouria)
22.9505375,40.661604,4.4,46,7,1647,6,Polichni (Thessaloniki - Suburbs)
26.180553,39.079006,6.1,3,3,784,4,Polichnitos (Lesvos - Polichnitos)
23.528739,40.0155355,12.9,304,22,3125,34,Polichrono (Pallini)
22.445696,39.338017,0,1,0,750,0,Polidamantas (Larissa Prefecture)
23.379551,40.756447,0,1,0,313,0,Polidendri (Sochos)
23.115902,40.818245,0,3,0,1304,0,Polidendri (Vertiskos)
23.803709,38.0277305,3.7,268,28,3928,12,Polidroso (Chalandri)
22.5316485,38.640385,36.6,34,3,1376,42,Polidrosos (Parnassos)
23.441648,40.379118,12.8,14,1,1126,12,Poligiros (Chalkidiki)
23.75231,37.996937,4.5,102,59,2152,8,Poligono (Athens - Center)
23.751666,37.99691,5.2,60,12,2090,9,Poligono - Tourkovounia (Athens - Center)
21.322487,40.522713,0,1,0,127,0,Polikarpi (Makedna)
22.57119,40.998989,0,1,0,620,0,Polikastro (Kilkis Prefecture)
23.662704,37.98642,5.1,23,4,1402,6,Polikatikies (Agia Varvara)
21.365919,40.592987,0,1,0,342,0,Polikeraso (Vitsi)
24.221176,38.2111455,0,2,0,945,0,Polipotamos (Stira)
23.651676,35.455006,0,1,0,1294,0,Polirrinia (Kissamos)
24.328564,40.984844,0,1,0,500,0,Polistilo (Filippoi)
23.729942,37.987461,5.4,89,29,2234,10,Politechneio (Athens - Center)
23.77865,37.978149,4.8,9,10,2105,9,Politechnioupoli (Zografou)
23.8281945,38.0842915,3.8,334,121,3836,12,Politeia (Kifissia)
23.706173,38.028305,5.8,40,7,1650,8,Politeknon (Ilion)
25.351517,35.20536,32.8,1,1,256,7,Polithea (Kastelli)
23.545113,38.596111,3.1,23,3,1567,4,Politika (Messapia)
22.4240295,39.641447,8.0,2,5,750,5,Politiko Nosokomio (Larisa)
23.867636,38.215076,3.3,29,1,1444,4,Polydendri (Rest of Attica)
23.865715,38.213955,9.1,2,2,993,8,Polydendri center (Polydendri)
24.865923,35.010681,5.3,5,3,678,3,Pompia (Moires)
23.1307355,41.0879955,0,2,0,445,0,Pontokerasia (Kroussoi)
24.58102,40.975067,9.1,1,1,529,4,Pontolivado (Chrisoupoli)
24.0087775,37.931225,0,4,0,1401,0,Poria (Markopoulo)
23.458109,37.500248,0,11,0,2954,0,Poros (Argosaronikos islands)
25.1464445,35.3374365,8.8,42,31,1232,9,Poros (Heraclion Cretes)
22.338971,38.1681365,0,2,0,1250,0,Porovitsa (Akrata)
23.6428,37.9500845,5.3,46,1,2483,11,Port (Center - Port)
22.9970855,39.386261,7.6,12,1,1728,11,Portaria (Magnesia)
23.26001,40.252682,0,41,0,2329,0,Portaria (Moudania)
23.521,37.713045,0,10,0,3300,0,Portes (Aegina)
23.324663,40.208851,0.5,8,1,2345,1,Portes (Moudania)
24.0799055,37.7864115,5.7,20,4,1686,8,Porto Ennia (Keratea)
23.215292,38.158939,8.6,7,5,1388,10,Porto Germeno (Vilia)
23.917694,39.971485,43.5,5,1,2206,80,Porto Koufo (Toroni)
25.121376,41.007589,6.6,8,3,916,5,Porto Lagos (Avdira)
24.013047,37.882118,4.8,508,155,2254,9,Porto Rafti (Markopoulo)
23.1450175,37.327854,4.3,208,15,2780,10,Portocheli (Kranidi)
23.381027,39.964779,11.6,159,15,2794,27,Poseidi (Kassandra)
22.959059,37.942078,2.7,9,1,1789,4,Poseidonia (Korinthos)
24.890381,37.388136,4.0,48,6,2844,10,Poseidonia (Syros)
22.508642,36.916477,0,1,0,1642,0,Potamia (Farida)
21.98731,37.8459645,0,2,0,1009,0,Potamia (Paos)
24.729005,40.716656,8.1,16,1,1033,7,Potamia (Thasos)
21.733335,38.843559,0,5,0,800,0,Potamias (Evrytania)
25.390112,35.255238,0,1,0,606,0,Potamies (Chersonisos)
22.329478,38.172304,0,4,0,1801,0,Potamitikos Gialos (Akrata)
22.5930615,38.3774265,0,2,0,2818,0,Potamoi (Desfina)
25.975456,36.896782,0,5,0,1327,0,Potamos (Amorgos)
22.9601135,36.3006955,0,2,0,1342,0,Potamos (Kythira)
24.403715,40.941261,6.1,67,37,1187,6,Potamoudia (Kavala)
26.9826115,36.9509105,5.5,8,8,1203,6,Pothia (Kalimnos)
23.262735,39.249706,0,1,0,1424,0,Potistika (Argalasti)
24.60474,40.612747,0,5,0,2388,0,Potos (Thasos)
22.002657,37.209221,0,1,0,977,0,Poulakeika (Oichalia)
22.8946215,37.1454625,4.3,2,1,2229,8,Poulithra (Leonidio)
22.8155135,37.6505645,0,6,0,1009,0,Poullakida (Midea)
22.771278,37.958519,0,20,0,1083,0,Poullitsa (Velo)
22.240953,38.179676,3.1,1,1,1166,3,Pounta (Diakopto)
25.105597,37.037716,2.6,31,2,4166,9,Pounta (Paros)
23.096043,39.477448,0,1,0,2108,0,Pouri (Zagora)
23.425228,38.151505,0,1,0,777,0,Pournari (Mandra)
22.575678,39.774826,4.8,2,1,500,2,Pournari (Nessonas)
22.995136,40.5938,3.0,41,8,2419,6,Pournari (Pylea)
23.105339,40.63839,0,1,0,357,0,Pournarochori (Chortiatis)
21.812208,38.209759,0,7,0,1294,0,Pournarokastro (Patra)
22.894138,37.188938,0,1,0,1095,0,Pragmateftis (Leonidio)
21.421993,37.711687,3.4,2,3,1394,4,Prasino (Iardanos)
23.995569,37.9419995,5.6,10,3,1509,7,Prasinos Lofos (Artemida (Loutsa))
23.7710055,38.0534325,3.3,218,9,3600,10,Prasinos Lofos (Iraklio)
23.853754,38.3029745,4.3,6,1,1946,7,Prasinos Lofos (Kalamos)
25.189667,35.314594,46.4,17,1,1318,51,Prassas (Nea Alikarnassos)
22.684099,37.262775,0.0,1,1,574,0,Prastos (North Kinouria)
21.7366135,38.2311175,10.2,94,44,939,8,Pratsika (Patra)
20.722837,38.95734,8.5,5,1,1833,13,Preveza (Preveza Prefecture)
24.4249795,35.3457625,0,12,0,1966,0,Prines (Nikiforos Fokas)
24.993582,35.158653,0,1,0,189,0,Prinias (Agia Varvara)
24.618689,35.384361,4.5,21,1,2423,9,Prinos (Arkadi)
24.578044,40.7412925,4.8,14,1,1507,6,Prinos (Thasos)
24.700224,40.982685,0,3,0,782,0,Proastio (Chrisoupoli)
22.253429,36.87746,0,5,0,1470,0,Proastio (Lefktros)
21.768019,38.280663,6.4,137,97,1507,8,Proastio (Patra)
21.680923,40.511662,0,1,0,1043,0,Proastio (Ptolemaida)
23.7383335,38.028858,5.5,14,3,2403,11,Probona (Athens - Center)
22.6680935,40.798124,0,2,0,568,0,Prochoma (Koufalia)
21.588179,39.564941,0,1,0,1000,0,Prodromos (Koziakas)
25.2383195,37.0543655,4.8,10,3,5204,21,Prodromos (Paros)
24.050035,35.526772,3.0,15,5,3551,9,Prof. Ilias (Chania)
23.27779,40.687927,0,3,0,1000,0,Profitis (Egnatia)
21.60351,38.141991,0,1,0,1271,0,Profitis Elissaios (Dytikis Achaias)
23.4727305,37.7286205,0,4,0,2516,0,Profitis Ilias (Aegina)
23.550138,38.454647,0,3,0,689,0,Profitis Ilias (Anthidonos)
22.049099,37.153889,0,1,0,240,0,Profitis Ilias (Arfara)
23.7467735,37.9635145,4.2,190,49,2861,10,Profitis Ilias (Athens - Center)
23.659495,38.008684,3.9,24,4,2162,7,Profitis Ilias (Chaidari)
24.407429,40.942162,4.2,9,10,1565,6,Profitis Ilias (Kavala)
23.807524,38.069489,4.5,153,39,3500,13,Profitis Ilias (Kifissia)
25.384426,40.9118465,8.8,4,1,1632,12,Profitis Ilias (Maroneia)
22.171242,40.808685,0,1,0,434,0,Profitis Ilias (Meniida)
23.76506,38.0563415,3.9,42,5,2467,8,Profitis Ilias (Metamorfosi)
23.855915,38.056969,4.4,11,4,2480,9,Profitis Ilias (Nea Penteli)
22.857364,37.6009235,0,2,0,4324,0,Profitis Ilias (Nea Tirintha)
25.5449945,40.432852,0,4,0,1223,0,Profitis Ilias (Samothraki)
25.1025645,35.2066805,0,2,0,498,0,Profitis Ilias (Temenos)
22.20603,40.527534,7.4,1,1,652,4,Profitis Ilias (Veroia)
23.37812,38.172016,0,1,0,909,0,Profitis Ilias (Vilia)
23.49642,38.731033,0,5,0,2089,0,Prokopi (Kirea)
23.286688,39.191082,0,10,0,473,0,Promiri (Sipiada)
